url,titulo,texto,status,local,data_hora,problem_type,product_type,category
https://www.reclameaqui.com.br/electrolux/purificador-electrolux-pe12g-vaza-e-nao-gela-apos-troca-de-filtro_nvAM08HcnGw1iKyn/,Purificador Electrolux PE12G - Vaza e não gela após troca de filtro,"Comprei o filtro PURIFICADOR ELECTROLUX PURE 4X ÁGUA GELADA, FRIA E NATURAL COM PAINEL TOUCH CINZA (PE12G) BIVOLT dia 13/12/2023 e dia 09/07/2024 através do site da Amazon. Fizemos a primeira troca de filtro, após o aparelho indicar com luz vermelho a necessidade.

Ocorre que, após a troca do filtro seguindo todas as instruções indicadas, o aparelho iniciou com vazamentos de água e também não gela mais.

O aparelho está na garantia de 12 meses e não consigo contato com a Electrolux para ter instruções de conserto sem custo, uma vez que está na garantia.",,São Paulo - SP,16/07/2024 às 14:56,Eletroportáteis,Purificador,Vazando água
https://www.reclameaqui.com.br/electrolux/assistencia-ruim-e-demorada_aLViEQF4RYIvNm6Z/,Assistência ruim e demorada,Comprei um ar condicionado da eletrolux na magazine luiza e com menos de 2 meses o controle quebrou e até hj não consegui resolver a assistência foi no local sem ao menos liga pra agendar e como não eu não tava simplesmente disseram q iam vim outro horário até ae ok mas eles pegaram e cancelaram a visita e não consegui mais a assistência e agora o ar quebrou e to com um local super quente em menos de um ano de uso,,Natal - RN,16/07/2024 às 14:26,Eletrodomésticos,Climatizador de ar,Produto quebrou com pouco tempo de uso
https://www.reclameaqui.com.br/electrolux/electrolux-refrigerador-im81s-fuja-nao-compre_Tza5ZZpavWy4ahqf/,ELECTROLUX refrigerador IM81S - FUJA - NÃO COMPRE,"Novamente retorno a reclamar e dividir para que não caiam na mesma furada que eu! Podem buscar o meu próprio histórico aqui no site. Foram diversas reclamações do refrigerador que foi substituído em 6 meses e em menos de 5 meses do novo já são diversas visitas técnicas e muita insatisfação. Entendo que a Electrolux deveria assumir uma falha do produto, falha do lote ou algo assim. Por sorte ainda está na garantia. Imagina se não tivesse. A última, na semana passada, perdi vários alimentos pois do nada, deixa de gelar! E anteriomente já teve a troca das borrachas de vedação. Ou seja, nesse novo aparelho trocado, já foram: peça pois não saia gelo, borrachas das portas e agora placa por por refrigeração. Como ficarei a partir do próximo mês quando a garantia finaliza?? Vou arcar por um produto que possui falhas de produção ou algo do tipo?? Gostaria muito de um pronunciamento oficial da empresa sobre a qualidade do produto. Vou seguir perdendo produtos? Tendo prejuizos? Assim, pesquisem, não caiam no mesmo erro meu. Confiei em uma marca e me enganei.. Simplesmente Inadimissível. Ainda na pesquisa de avaliação, marquei que gostaria do contato da empresa e nada até o momento. Tem como piorar mais??",,Belo Horizonte - MG,16/07/2024 às 14:14,Eletrodomésticos,Geladeira-Refrigerador,Má qualidade
https://www.reclameaqui.com.br/electrolux/geladeira-luxo-lixo_MFoppWlB-jB1OBMZ/,Geladeira luxo lixo,"Durante anos só vamos com a geladeira DM84X por ser linda e enorme mas o sonho virou pesadelo a geladeira e de péssima qualidade as partes plásticas são [Editado pelo Reclame Aqui] graças e de péssima qualidade, as prateleiras se quebram voluntariamente como se fossem de papel. O Ice Twister então se acabou na primeira forma de gelo. O Gavetão do congelador já se foi também 8 mil numa [Editado pelo Reclame Aqui] NAO COMPREM POIS A ELETROLUX NAO ESTA NEM AI PARA O CONSUMIDOR
na primeira semana de uso eu tentei contato para reclamação não fui ouvido.",,Rio de Janeiro - RJ,16/07/2024 às 14:13,Eletrodomésticos,Geladeira-Refrigerador,Produto quebrou com pouco tempo de uso
https://www.reclameaqui.com.br/electrolux/assistencia-tecnica-na-garantia_Dp-WckeMXQlcdpnp/,Assistência Técnica na garantia,Precisei de assistência técnica na garantia. Mandaram um endereço de prestador que não atende minha região. Não consigo falar com ninguém. Minha garantia vence dia 24/07/2024. O atendimento via site é uma [Editado pelo Reclame Aqui].,,Campina Grande do Sul - PR,16/07/2024 às 13:53,Eletrodomésticos,Lavadora de roupas e Tanquinho,Assistência técnica
https://www.reclameaqui.com.br/electrolux/air-fryer-descascando-com-menos-de-um-ano-de-uso_Pl9NjjPGjIeo15Tu/,Air fryer descascando com menos de um ano de uso,"Boa tarde

Comprei minha Air fryer em Setembro/2023 através do site do magazine luiza e com menos de um ano de uso o cesto está descascando e transferindo para os alimentos.
Já tive de outra marca e não aconteceu isso nem com mais tempo de uso.
Solicito que alguma providência seja tomada, seja a troca do produto ou o mínimo que é a troca do cesto.
O produto me ajuda muito no dia a dia mas ultimamente está atrapalhando devido a esse problema.",,São Paulo - SP,16/07/2024 às 13:27,Eletroportáteis,Fritadeira elétrica,Má qualidade
https://www.reclameaqui.com.br/electrolux/lava-roupa-derretendo-a-pintura-e-enferrujando_1jVTcnmMH0CoVu6w/,"Lava roupa ""derretendo""a pintura e enferrujando.","No dia 5 de setembro de 2023, adquiri, conforme documento anexo, uma Lavadora de Roupas Electrolux 14kg Essential Care LED14. No entanto, verifiquei que a pintura do equipamento está apresentando sinais de ""derretimento"", mesmo sendo armazenada em ambiente fechado e seco, além de sinais de ferrugem, apesar de ser coberta por uma capa adequada. Confio que a marca valoriza a satisfação do cliente e mantém rigorosos padrões de controle de qualidade em seus produtos. Diante disso, solicito o reparo ou a substituição do produto. Conforme as fotos anexas dos defeitos apresentados.",,Belém - PA,20/07/2024 às 22:24,Eletrodomésticos,Lavadora de roupas e Tanquinho,Assistência técnica
https://www.reclameaqui.com.br/electrolux/referente-uma-maquina-de-lavar-da-eletrolux_WsGtqOeiFxt1NJ07/,Referente uma máquina de lavar da eletrolux,"Comprei uma maqui da eletrolux nas casas Bahia de pindamonhangaba SP..a máquina de lavar está com 6 meses de uso ..deu problema.técnico foi em casa e trocou um sensor de trava de tanpa ..passou 1 semana, veio novamente apresentar falha, colocamos ela pra bater roupa 12:30 e saímos, voltamos 19:00 e a máquina ainda estava batendo .fedendo queimado e https://******* na loja , agendaram outra visita do téhttps://******* não achasse nenhum defeito eu teria que pagar do meu bolso .um absurdo isto. Máquina na garantia ..
Só quero que troca minha máquina por outra ELETROLUX",,Pindamonhangaba - SP,20/07/2024 às 21:57,Eletrodomésticos,Lavadora de roupas e Tanquinho,Produto com defeito
https://www.reclameaqui.com.br/electrolux/purificador-de-agua_PiEHMO5iLoECgzSN/,Purificador de Água,"Comprei um Purificado Eletrolux em abril,com dois meses de uso apresentou problema,enviei reclamação via e-mail.Informaram que a assistência não poderia em ao domicílio;deveria levar o produto à loja de Assistência.Insisti que não poderia ficar sem o Purificador e além disso,consta ,no site da Empresa,que a loja oferece assistência ""NO CONFORTO DO SEU LAR"".Solicitaram um Vídeo do problema,enviei dois vídeos.Só então, enviaram o Técnico que já chegou para levar o Purificador e não verificar o defeito.Como relatei e mostrei o vídeo,o técnico recolocou o Purificador e dissse que iria consultar os engenheiros;ligaram para agendar o recolhimento do Purificador ""por tempo indeterminado para observação.E o consumidor?Compra,paga e fica sem o produto?Que tipo de Assistência é essa? Solicito troca do produto.",,Barbacena - MG,20/07/2024 às 21:50,Eletroportáteis,Purificador,Produto com defeito
https://www.reclameaqui.com.br/electrolux/indicador-de-temperatura-do-purificador-apagado_snGAbNWbUjCJzi1i/,Indicador de temperatura do purificador apagado,"Comprei um purificador de água Purê 4X (PE12G) em maio/24. Ele ficou guardado por mais de 1 mês devido a dificuldade de encontrar um profissional que instalasse, e ao conseguir, me deparei com o indicador da temperatura da água apagado com menos de 1 mês de uso. O aparelho ficou feio e acho inadmissível que pelo tempo de uso, em uma casa com apenas 3 pessoas, isso tenha acontecido.",,Barueri - SP,20/07/2024 às 21:20,Eletroportáteis,Bebedouros e Purificadores,Má qualidade
https://www.reclameaqui.com.br/electrolux/maquina-de-lavar-louca-elektrolux_-Ni56HyHjGaNa8WC/,Máquina de lavar louça Elektrolux.,"Minha esposa comprou uma máquina Elektrolux de lavar louça, técnico já veio aqui em casa 2 vezes, só fica trocando peça e nada da máquina funcionar!!!
Pior de tudo que garantia já está acabando!",,Itanhaém - SP,20/07/2024 às 20:04,--,--,--
https://www.reclameaqui.com.br/electrolux/chaleira-com-tampa-ruim_ujpfUcusGVfnaWxX/,Chaleira com tampa Ruim,"No dia 12/05/2023 comprei uma chaleira Electrolux, a chaleira é perfeita e esquenta super rápido, mas minha insatisfação é que dois meses após o término da garantia, a mola que faz a tampa abrir soltou e ela não abre mais sozinha ao apertar o botão, isso está impossibilitado o uso normal do produto, estou super chateado com essa situação, mesmo sendo um produto extremamente barato não deveria passar por isso, peço que me deem um retorno.",,Campina Grande - PB,16/07/2024 às 09:21,Não encontrei meu problema,Cafeteiras e Chaleiras,Má qualidade
https://www.reclameaqui.com.br/electrolux/micro-ondas-novo-dando-curto_VUnOp_yVtrtANJhw/,Micro-ondas novo dando curto,"Estou há aproximadamente 7 meses com um micro-ondas da marca, que comprei na loja, novo. (Ainda esrou pagando).
Nesse tempo, o micro-ondas já deu curto várias vezes e foi pra assistência técnica várias vezes também.
Volta funcionando um tempo e depois, começa a dar curto novamente.
Claramente o aparelho está com problema.
Hoje passamos um susto enorme quando meu filho foi esquentar o leite e o micro-ondas deu curto fazendo um barulho tão alto que ele está chorando até agora com o susto que levou.
Não colocamos nada de errado no aparelho. Eu uma caneca de plástico com leite dentro.
Não consigo expressar em palavras o que estou sentindo.
Quero pedir a troca do aparelho. Ainda está na garantia e não aguento mais as tentativas de assistência técnica.
Eu fico sem o micro-ondas cerca de 10 dias, o que me atrapalha na dinâmica da casa e ainda continuo pagando um aparelho com defeito.
Obrigada desde já.
Aguardo retorno o quanto antes.",,Várzea Paulista - SP,16/07/2024 às 09:20,Eletrodomésticos,Micro-ondas,Má qualidade
https://www.reclameaqui.com.br/electrolux/notificacao-urgente-sobre-risco-de-seguranca-do-cooktop-a-gas-4-bocas-elect_s8kLumxnspjIbo9G/,Notificação Urgente sobre Risco de Segurança do Cooktop a Gás 4 Bocas Electrolux KE4TP,"Prezados,

Venho formalmente notificar a Electrolux sobre um sério risco de segurança encontrado no Cooktop a Gás 4 Bocas Electrolux KE4TP. O produto adquirido não oferece segurança mínima necessária para o uso doméstico.

As grades de apoio das panelas são extremamente escorregadias, resultando na instabilidade das panelas durante o uso. Esta falha já causou um acidente em minha residência, onde uma panela caiu no chão. Considero inaceitável que um produto com tal defeito tenha sido aprovado nos testes de segurança da empresa.

Para evitar novos acidentes e garantir a segurança da minha família, exijo a substituição imediata do equipamento por um modelo que cumpra rigorosamente os padrões de segurança. Este problema deve ser resolvido sem demora para prevenir futuros incidentes.

Caso esta demanda não seja atendida de forma imediata, tomarei as medidas legais cabíveis junto aos órgãos de defesa do consumidor e irei tornar pública a negligência de segurança do produto.

Aguardo um retorno urgente e as providências necessárias.",,Salvador - BA,16/07/2024 às 08:47,Não encontrei meu problema,Cooktop,Má qualidade
https://www.reclameaqui.com.br/electrolux/o-dia-que-a-eletrolux-esqueceu-meu-purificador-na-autorizada_Lp89WPFQqvhoE59p/,O DIA QUE A ELETROLUX ESQUECEU MEU PURIFICADOR NA AUTORIZADA!,"29/06/24 abri um reclamação contra a Eletrolux aqui no site Reclame aqui sobre meu PURIFICADOR DE ÁGUA ELETROLUX PC41.
01/07/24 a Eletrolux entrou em contato comigo através do WPP******* Pedindo meus dados!
02/07/24 a Autorizada BRM me ligou querendo marcar uma visita à mando da ELETROLUX.
04/07/24 o Técnico veio analisar meu Purificador e precisou que Eu levasse o produto até a autorizada para uma melhor avaliação. Levei no msm dia sob n de OS 17979246.
08/07/24 Eletrolux me ligou através do número******* dizendo que assim que a análise ficar pronta , retornaria para dar seguimento!
11/07/24 a autorizada envia o seguinte orçamento:
BRM ASSISTÊNCIA TÉCNICA ELECTROLUX

Bom dia,
Estou entrando em contato para informar sobre o orçamento do seu Purificador Electrolux:

Tanque- R$306,00
Filtro secador - R$22,00
Mão de obra - R$520,00
Total: R$ 848,00


RESULTADO MEU PURIFICADOR ESTÁ ABANDONADO ATÉ HOJE NA AUTORIZADA AGUARDANDO O SEGUIMENTO QUE A ELETROLUX DISSE!!!
E Eu, Comprando água!",,Rio de Janeiro - RJ,16/07/2024 às 08:38,Eletroportáteis,Bebedouros e Purificadores,Não gela
