url,titulo,texto,status,local,data_hora,problem_type,product_type,category,texto2
https://www.reclameaqui.com.br/electrolux/vidro-do-forno-quebrado_0YTiqzAVi-vburQT/,Vidro do forno quebrado,"Fiz a compra de um fogão Eletrolux no dia 19.02.2024 só site do Magazine Luiza. E até aí tudo bem.
Só que no dia 09.06.2024 meu esposo estava esquentando uns pedaços de pizza e simplesmente o vidro de dentro do forno quebrou todo.
Entramos contato com a assistência e ficaram de em até 15 dias irem fazer a troca do vidro e depois responderam no email e que iria ser feita a troca dia 25.06. E para nossa surpresa no dia 25.06 vieram novamente fazer uma outra avaliação, como se tivesse sendo a primeira, tiraram foto e tudo novamente..Perguntei quando iria ser a troca e falaram que eu teria que ligar para saber. Esperei e nada. No dia 04.07 resolvi ligar pq até então não tinham mais nem respondido ou se quer nos dados um retorno por e-mail, já que esse meio era o que tinham dado o primeiro retorno. Aí queriam novamente mandar uma pessoa para vê o meu problema. Foi aí que engrossei e falei que iria no Decon atrás dos meus direitos pq já haviam passado do tempo que eles haviam nos dados..Eles simplesmente não sabiam nem da minha ordem de serviço direito..
Aí no dia 06.07 chegou um homem pra fazer a troca do vidro, sem nenhuma educação, trocou e quando perguntei pela limpeza, já que meu fogão ainda estava e está até hoje (26.07) cheio de vidro ele simplesmente só fez passar a mesma chave de fenda que estava na mão e disse que era só jogar os vidros e começou a jogar os mesmos no chão. Só que o meu forno está cheio de pó de vidro, hoje fui tentar limpar e me cortei. E eu queria que essa autorizada trocasse meu fogão, já que está na garantia ou me mandem uma pessoa fazer a limpeza do vidro que ainda está nele.",,Fortaleza - CE,26/07/2024 às 16:32,Eletrodomésticos,Fogão-Forno,Assistência técnica,--
https://www.reclameaqui.com.br/electrolux/geladeira-faz-gelo-dentro-da-geladeira-de-forma-assustadora_NY1VLoEmmQhCDeoH/,GELADEIRA FAZ GELO DENTRO DA GELADEIRA DE FORMA ASSUSTADORA,"COMPREI UM REFRIGERADOR ELETROLUX DC35, O MESMO VEIO COM UM DEFEITO DE FABRICA QUE MESMO NA MENOR POTENCIA ESTAVA FAZENDO GELO DE FORMA ASSUSTADORA TOMANDO TODA A GELADEIRA, ABRI UMA RECLAMAÇÃO NO SUPORTE ELES TROCARAM E A NOVA VEIO COM O MESMO PROBLEMA, APARENTANDO SER UM DEFEITO DE FABRICA, O TECNICO FOI NOVAMENTE NA RESIDENCIA E DISSE QUE NÃO PODIA FAZER MAIS NADA, MAS ELA ESTÁ FAZENDO MUITO GELO DENTRO DA GELADEIRA E QUASE NENHUM NO CONGELADOR, O GELO É FEITO NA PLACA QUE TEM NA PARTE REFRIGERADA E NÃO NO CONGELADOR.",,-- - --,26/07/2024 às 16:31,Eletrodomésticos,Geladeira-Refrigerador,Produto com defeito,--
https://www.reclameaqui.com.br/electrolux/3-meses-de-uso-e-nao-gela-mais_v0P5SPSevShRvVLm/,3 meses de uso e não gela mais,Mais uma vez eu aqui reclamando da geladeira outro técnico foi na minha casa olhar a geladeira e agora ele constatou que o compressor da geladeira está ruim antes o outro técnico disse que era filtro entupido uma geladeira com 3 meses de uso estou 15 dias sem geladeira já não sei mais oq fazer,,Rio de Janeiro - RJ,26/07/2024 às 16:26,Eletrodomésticos,Geladeira-Refrigerador,Não gela,--
https://www.reclameaqui.com.br/electrolux/geladeira-db44-com-problema-que-ninguem-resolve_lFaryhaJ-ukVa16z/,Geladeira DB44 Com Problema que Ninguém Resolve,"Estou com uma geladeira Electrolux DB44 a qual apresentou problemas desde o momento que chegou (parte de baixo resfria enquanto a parte de cima não). Tanto que a geladeira foi até trocada na época. Recentemente o problema apareceu novamente, entrei no site e solicitei assistência, o sistema indicou a empresa Irlanda S Souza (CNPJ 18.281.502/0001-01) para conserto da geladeira, na visita foi nos cobrado 100 de taxa, segundo o técnico, precisava trocar o Kit de Sensores, Placa de Potência, e a Placa de interface. Autorizei, as peças foram trocadas porém o problema persistiu, o técnico voltou e disse que precisava trocar as peças novamente pois as que ele trocou estavam com defeito. O problema é que o prazo dado para essa nova troca foi de 30 a 40 dias (sem nenhuma justificativa plausível para tanto tempo), ultrapassando o prazo máximo definido pelo Código de Defesa do Consumidor no artigo 18:
"" 1 Não sendo o vício sanado no prazo máximo de trinta dias, pode o consumidor exigir, alternativamente e à sua escolha:

I - a substituição do produto por outro da mesma espécie, em perfeitas condições de uso;
II - a restituição imediata da quantia paga, monetariamente atualizada, sem prejuízo de eventuais perdas e danos;
III - o abatimento proporcional do preço. (..)""

Tivemos vários alimentos e medicações (somatropina, que precisa de refrigeração para conservar) estragadas já durante esse tempo que estamos aguardando a troca das peças e gostaria de uma posição oficial da Electrolux perante esse problema.",,Ananindeua - PA,26/07/2024 às 15:42,Eletrodomésticos,Geladeira-Refrigerador,Assistência técnica,"Consideração final do consumidor
01/08/2024 às 16:06
A Sra Angela foi bastante solícita para resolver o meu problema, entrou em contato com a assistência para que resolvêssemos da melhor forma possível.
O problema foi resolvido?
Resolvido
Voltaria a fazer negócio?
Sim
Nota do atendimento
10"
https://www.reclameaqui.com.br/electrolux/porta-nova-com-problema-borracha-nao-fecha-nao-veda-a-geladeira_WwA43o-sdHcGJE0k/,"Porta nova com problema borracha nao fecha , nao veda a geladeira",A Electrolux fez a troca da porta da minha geladeira que estava descascada . Porém a porta nova que foi colocada não fecha não veda está metade da porta aberta e o ar da geladeira estava escapando pra fora . Não tenho condições de deixar ela assim pois pago luz e daqui a pouco minhas coisas estragam Preciso que um técnico veja se a borracha veio ruim de fábrica ou se a porta veio empenada Fora outros detalhes que veio amassado e a peça que segura o puxador da porta quebrado .,,Rio de Janeiro - RJ,26/07/2024 às 15:27,Não encontrei meu problema,Geladeira-Refrigerador,Produto com defeito,"Consideração final do consumidor
05/08/2024 às 12:49
Se comprometeram e resolveram meu problema! Muito obrigada
O problema foi resolvido?
Resolvido
Voltaria a fazer negócio?
Sim
Nota do atendimento
10"
https://www.reclameaqui.com.br/electrolux/falta-de-respeito-com-o-consumidor_S84ZbuWXtFfsau5i/,Falta de respeito com o consumidor,"No dia 13/06/2024 comprei, por meio do shopping Livelo, na loja Electrolux, um Robô Aspirador de pó Electrolux 3 x 1 modelo ERB 20. No dia 15/06/2024 foi emitida a Nota Fiscal Eletrônica n 1626657 pela Loja Electrolux Comércio Virtual de Eletrodomésticos Ltda. No dia 20/06/2024 o produto foi entregue. Assim que coloquei o Robô Aspirador para funcionar pude perceber que o funcionamento nao estava adequado pq ele parava e desligava sozinho e não desviava dos objetos. No dia 25/06/2024 levei o produto à loja Eluxcenter Asa Sul, autorizada da Electrolux aqui em Brasilia, e depois de três dias me informaram que o problema era na Placa que estava com falha eletrica e seria necessária a substituição, sendo que levaria de 7 a 15 dias úteis para a chegada da peça. Após 20 dias a autorizada entrou em contato para informar que a peça tinha chegado mas que tb veio com defeito, e que seriam necessários mais 7 a 15 dias uteis para a chegada da nova peça. No dia seguinte entraram em contato novamente para informar que a peça estava em falta no fabricante e que a loja Electrolux entraria em contato para negociar. Como a Electrolux não entrou em contato, no dia 19/07/2024 liguei para o 0800 da empresa em busca de alguma informação e me disseram que o problema já era de ciência da empresa e que a área de cuidados entraria em contato comigo. Já se passaram mais de 40 dias que comprei o aparelho, 30 dias que deixei na autorizada e ninguém da Electrolux entrou em contato para apresentar uma solução. Que área de cuidados é essa que não tem o menor cuidado com o consumidor? Isso é uma verdadeira falta de respeito com o consumidor que, confiando na marca, optou por comprar um aparelho similar a outros à venda acreditando que estaria comprando um produto de melhor qualidade. Alem de nao ter qualidade nenhuma, pois um produto que já chega ao consumidor com defeito não passou por nenhuma área de controle de qualidade, ainda tratam o consumidor sem o menor respeito ou cuidado. Pelo menos fica claro pra mim que não vale a pena comprar produtos Electrolux em detrimento de outras marcas acreditando na qualidade superior dessa marca. Espero que resolvam esse problema com a máxima urgência.",,Brasília - DF,26/07/2024 às 15:02,Eletroportáteis,Aspiradores e vassouras,Produto com defeito,--
https://www.reclameaqui.com.br/electrolux/falta-de-respeito-total-com-o-consumidor_F8xCM1e6kRR6S8y7/,Falta de respeito total com o consumidor,"Venbo aqui expressar mi ha indignação com os prestadores de serviços da Eletdolux,conprei uma geladeira no dia 23/06/2024,nas lojas Ramsons em Manaus,dois dias depois percebi que o refrigerador não estava gelando,procurei a loja pois estava no meu direito de troca,a gerente me informou que mandariam um tecnico da Eletrolux para constatar o defeifo,para poder fazerem a troca do produto.E assim foi feito,no dia 02/07/2024 foi enviado o tecnico na mjnha residencia,o mesmo constatou o defeito e ssm a minha autorização fez o reparo,falei pra que ele não era para fazer,porque eu estava dentri do prazo de teoca do produto,mas ele não ligou e fez assim mesmo,foi embora e dias depois percebi o mesmo defeito,mas xom um agravante,pois o congelador tambem passou a nao funcionar direito,voltei as lojas Ramsons e fui informada,que perdi o direito a tdoca do produto,porque o tecnico da Eletrolux fez reparo.
Entrei em contato com a Eletrolux,fui informada que em casos assim o tecnico não esta autorizado a fazer reparo,apenas fem que constatar o defeito e fazer o relatorio,e agora ma dadam o tecnico mais uma vez na minha residencia,e o mesmo insinuou que eu havia desligado minha geladeira,por causa desse problema,cheguei a perder medicações de auto-custo que pego pelo Governo do Amazonas para um tratamento medico da minha filha,peço mais respeito por parte dos funcionarios da Eletrolux,pois agora é muito facil querer jogar a culpa para o consumidor de algo,que quem errou foi o tecnico da empresa,e com isso me fez perder o direito de troca do meu produto,e ainda nao resolvem o meu problema,o que eles querem agora é me responsabilizar por um erro deles.!
Eu jamais iria prejudicar o tratamento medico da minha filha,e por isso peço que revizem melhor a posição da enpresa em relação ao consumidor,porque quem ta com um produto com defeito sou eu,quem fa sendo prejudicada é minha filha.#MaisrespeitoEletrolux",,Manaus - AM,26/07/2024 às 14:13,--,--,--,"Consideração final do consumidor
08/08/2024 às 15:15
Se não tivesse falha no meu produto,o técnico não teria troca peças.!Foi trocado peças,por tanto houve defeito sim..!Mas,fazer o que se não querem adimitir seus erros,colocando assim a responsabilidade no consumidor..!
O problema foi resolvido?
Resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
0"
https://www.reclameaqui.com.br/electrolux/assistencia-tecnica-mal-feita_nNeecKek84i2Swcl/,Assistência técnica mal feita,"Solicitei uma assistência técnica domiciliar pois minha lava louças não travava mais a porta, após a visita de orçamento paga 80 reais , foi diagnosticado que precisa trocar a peça , comprei a peça e o mesmo profissional veio troca-lá , p isso tirou a máquina do lugar e abriu toda ela , eu não estava em casa e minha secretária o recebeu , nenhum dos dois pensou em testar a máquina em uso, o profissional apenas disse está tudo ok e foi embora, isso foi 08/07. Dia 14/08 eu fui utilizar a máquina e a mesma não iniciou lavagem, ficou apenas piscando o botão PANELAS, liguei novamente p a central pois eu não tenho o contato do técnico, e disseram q vão analisar se eu não precisarei pagar outra visita pois se trata de outro problema em até 2 dias úteis . Não aceito isso! O técnico precisa voltar e fazer os devidos testes, já deveria ter feito na hora inclusive e deixar a máquina funcionando! Pois mto provavelmente qndo ele abriu a máquina ele desconfigurou algo, afinal a máquina não tinha problema algum nas lavagem apenas na trava da porta ! Solicito providências e com urgência ! Afinal a mão de obra tem garantia !

Ordem de serviço
No: SVO-17978213",,Manaus - AM,26/07/2024 às 14:13,--,--,--,--
https://www.reclameaqui.com.br/electrolux/problema-cooktop-inducao_ELH9x6PX4K7DBsKA/,Problema Cooktop Indução,"Comprei diretamente no site da Electrolux um cooktop de indução modelo IE60P, como cortesia pela compra a loja disponibiliza a instalação técnica gratuita.
Eu solicitei a instalação junto ao site e foi seguido todas a exigências para o melhor funcionamento do produto.
Após 2 anos de uso esse mês o cooktop parou de funcionar, solicitei então a assistência técnica autorizada pela Electrolux no dia 11/07/2024,
O técnico veio até a minha casa no dia 17/07/2024 e foi identificado que houve um curto que acabou queimando uma das placas do cooktop, o curto foi interno no cooktop !
Desconfio que possa ser algum problema do cooktop pois a fiação que liga o cooktop até o quadro de luz da casa, e o disjuntor que é exclusivo para o cooktop não apresentaram nenhuma avaria.
Ontem entrei em contato novamente com a Electrolux devido a demora da autorizada em me passar um orçamento, hoje a autorizada me informou que a placa em que preciso está sem disponibilidade de estoque no site da Electrolux.
Estou completando 3 semanas sem o fogão em casa, está sendo um grande transtorno, paguei super caro no cooktop, fiz todas as adaptações na rede eletrica da casa para a instalação seguir o padrão exigido, e o fogão estragar precocemente dessa forma, e o pior não ter o devido amparo da Electrolux !

ordem de serviço
SVO-18010036",,Matinhos - PR,26/07/2024 às 14:09,Eletrodomésticos,Cooktop,Má qualidade,--
https://www.reclameaqui.com.br/electrolux/aspirador-de-po-stk15-quebrou-com-menos-de-6-meses-de-uso_ABmLVVfGyyhr_Rj9/,Aspirador De Pó Stk15 quebrou com menos de 6 meses de uso,"Comprei o Aspirador De Pó Vertical Stk15 1300w 1,6 Litros no dia 12/Fev/2024.

A parte do cabo de suporte que é de plástico ese insere no extensor de ferro quebrou com menos de 4 meses de uso normal.

Gostaria que fosse trocado, visto que ainda está na garantia.

Aguardo retorno.",,Porto Alegre - RS,26/07/2024 às 14:03,Eletroportáteis,Aspiradores e vassouras,Produto quebrou com pouco tempo de uso,--
https://www.reclameaqui.com.br/electrolux/fogao-eletrolux_9R07juU4pMr8KNRD/,Fogão Eletrolux,"Boa tarde!!
Primeiramente gostaria de deixar aqui a minha decepção com o atendimento da Eletrolux. Comprei um fogão o site da Eletrolux que por sinal é caro no mes 05/24 demorou mais de 20 dias a entrega. Até ai tudo certo. Nesse mês Julho/24 no dia 11/07 a mesa de vidro do meu fogão simplesmente estourou, minha esposa estava fervendo agua no fogão e estourou por sorte nao machucou minha esposa por que ela nao estava perto do fogão.
Entrei em contato na mesma hora com a Eletrolux, bati fotos e filmei o fogão. O atendende me passou o contato da Assistencia deles e abriu um chamado. Quarta feira agora 24/07 veio em casa o moço da assistencia e vez a mesma coisa que eu ja tinha feito bateu fotos. Estou entrando em contato com a Eletrolux quse todo dia e a resposta deles é que vao me ligar e até agora nada de ligação e nem resolveu o problema. Eu quero um fogão novo ou a devolução do dinheiro nao quero a troca da mesa de vidro. Mais de 20 dias pra resolver uma coisa tao simples, trocar o fogão nao é um trablho tão dificil pra se resolver. Estou esperando alguem entrar em contato comigo ha 20 dias.",,Itápolis - SP,26/07/2024 às 13:59,--,--,--,"Consideração final do consumidor
31/07/2024 às 13:52
Na verdade eu tive que aceitar as condições apresentadas pela Eletrolux. Ou eu aceitava a troca da mesa de vidro do fogão ou encerrava o chamado e eu ficado com o fogão todo estourado, eu queria a troca do produto mas eles nao podem trocar o produto, então a minha solicitação da troca do produto nao foi aceita e aminha única saída era aceitar a troca da mesa do fogão ou ir no Procon. Insatisfação total.
O problema foi resolvido?
Resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
3"
https://www.reclameaqui.com.br/electrolux/lava-e-seca-eletrolux-lsp-11-kg-e-a-pior-lava-roupas-do-mercado_AVGIiLzd1Ceoo7vs/,Lava e Seca Eletrolux LSP 11 Kg é a pior lava roupas do mercado.,"Em agosto de 2021 tive problemas com a minha Lava e Seca da Eletrolux LSP11, que simplesmente explodiu de madrugada, quebrando o armário de madeira onde estava embutida.
Recebi uma máquina nova após meses de solicitações junto à Eletrolux.
Há 1 mês a nova máquina, com menos de 2 meses de uso, novamente parou de funcionar, desta vez, após análise da assistência técnica autorizada, o problema é na placa e, segundo o próprio assistente, ""esta máquina só serve para dar desgosto"".
O orçamento da autorizada é de R$1500,00 para trocar a placa da máquina e outras assistências técnicas consultadas depois sequer fizeram orçamento, dizendo que ""esta máquina só dá problema"".
Esta é uma lava e seca cara, nova, nunca secou sequer um guardanapo, eu exijo uma resposa à altura de meu investimento.
Sou cliente da eletrolux e tenho diversos equipamentos da marca em minha casa.
NF: 261773 Série 6 Data da NF: 7/7/2021",,São Paulo - SP,26/07/2024 às 13:50,Eletrodomésticos,Lavadora de roupas e Tanquinho,Má qualidade,--
https://www.reclameaqui.com.br/electrolux/itens-geladeira_02-jPCTtcrFTzvMl/,Itens geladeira,"Eu tenho uma geladeira Electrolux DF56 e toda vez que eu vou fazer a limpeza da geladeira é um tormento pois a gaveta da geladeira acumula muita sujeira e é impossível desmontar para fazer a limpeza, isso é um erro de projeto dos piores que existe.
Hoje eu fui fazer a limpeza da gaveta demorei 1h pra tentar desmontar e a [Editado pelo Reclame Aqui] ainda quebrou. Isso é inadmissível pagar quase 5 mil reais em uma geladeira que tem erros de projeto e agora vou ter que ficar com ela quebrada.",,São Paulo - SP,26/07/2024 às 13:47,--,--,--,"Consideração final do consumidor
02/08/2024 às 11:25
Ótimo atendimento e resolveu meu problema.
O problema foi resolvido?
Resolvido
Voltaria a fazer negócio?
Sim
Nota do atendimento
10"
